4804,0.177701
4855,0.168613
4859,0.13123
4862,0.184914
4867,0.456725
4868,0.212403
4873,0.103334
4875,0.0184564
4902,0.260438
4903,0.513129
4904,0.186994
4906,0.0815663
4931,0.149716
4933,0.172569
4934,0.41549
4954,0.114728
4956,0.0202012
4957,0.292889
4960,0.0383951
4961,0.02874
4963,0.217841
4965,0.129088
4967,0.0479312
4973,0.419138
4985,0.206011
4989,0.314377
4990,0.0639408
4991,0.408887
4998,0.205303
5000,0.406779
5001,0.24209
5036,0.171026
5038,0.389
5039,0.102468
5040,0.150102
5041,0.180747
5043,0.145358
5045,0.142325
5046,0.398241
5047,0.0171648
5051,0.291523
5052,0.0349053
5053,0.0525568
5116,0.0396671
5117,0.401679
5119,0.0147022
5120,0.0799885
5124,0.401516
5125,0.402954
5126,0.402949
5127,0.073631
5128,0.404405
5129,0.169663
5130,0.402075
5137,0.0115258
5139,0.14515
5153,0.0699397
5158,0.0407177
5159,0.250539
5162,0.0825321
5163,0.409052
5165,0.403884
5166,0.408937
5167,0.412947
5168,0.207651
5169,0.413804
5180,0.226783
5181,0.416804
5182,0.0807397
5183,0.331535
5190,0.195192
5191,0.437787
5193,0.157036
5194,0.010294
5195,0.0799868
5196,0.417796
5197,0.421301
5198,0.416899
5199,0.418677
5200,0.156554
5201,0.0819992
5202,0.416792
5203,0.418673
5204,0.405329
5205,0.0918196
5206,0.296158
5208,0.337089
5211,0.0899577
5212,0.406969
5215,0.39012
5216,0.166186
5219,0.390131
5220,0.353569
5221,0.392041
5222,0.393252
5223,0.138526
5230,0.389514
5231,0.396587
5232,0.415689
5233,0.395674
5234,0.396446
5235,0.14939
5237,0.158735
5238,0.318549
5247,0.420931
5248,0.405732
5249,0.408192
5250,0.284442
5252,0.262574
5253,0.0928812
5257,0.410659
5258,0.411938
5259,0.158524
5261,0.416371
5262,0.196558
5303,0.405577
5304,0.391237
5305,0.151769
5306,0.390434
5307,0.0469054
5310,0.101822
5311,0.135825
5315,0.094066
5317,0.390288
5318,0.391774
5319,0.395092
5320,0.196269
5324,0.0331227
5325,0.0550805
5333,0.101369
5334,0.0727636
5339,0.0951966
5341,0.126743
5342,0.11895
5343,0.0609877
5344,0.153779
5345,0.38605
5346,0.384678
5347,0.181203
5349,0.244028
5351,0.0533245
5354,0.383413
5355,0.174475
5356,0.380319
5357,0.380414
5358,0.384889
5359,0.390752
5360,0.38333
5361,0.377026
5362,0.0290159
5366,0.397475
5367,0.376995
5368,0.330193
5369,0.106065
5372,0.372981
5373,0.365093
5374,0.384344
5375,0.391375
5376,0.29375
5377,0.0130771
5378,0.0373465
5379,0.392262
5380,0.363199
5381,0.377358
5383,0.296056
5386,0.196902
5390,0.0298637
5391,0.382086
5392,0.208972
5393,0.381558
5394,0.128123
5398,0.0434397
5400,0.0353351
5401,0.0324784
5403,0.11194
5404,0.0160841
5406,0.181684
5407,0.420598
