5666,0.290696
5665,0.0141443
5664,0.275461
5663,0.263236
5662,0.230233
5656,0.158491
5655,0.263698
5654,0.266359
5652,0.0404672
5651,0.123849
5650,0.0207809
5649,0.263045
5648,0.262953
5647,0.276096
5646,0.279275
5645,0.0912497
5644,0.134679
5643,0.0755086
5641,0.261159
5639,0.229514
5638,0.239333
5637,0.161876
5635,0.271815
5633,0.0691259
5632,0.27148
5631,0.260356
5630,0.276883
5629,0.210292
5628,0.277939
5626,0.263375
5625,0.26296
5624,0.263955
5623,0.0453188
5621,0.0454333
5619,0.160791
5618,0.0372304
5616,0.275305
5615,0.267966
5614,0.212991
5613,0.277316
5612,0.289895
5611,0.262753
5607,0.0603782
5606,0.272163
5603,0.265278
5602,0.261025
5601,0.211875
5598,0.109046
5597,0.0979088
5594,0.0145955
5592,0.120124
5591,0.28995
5578,0.176285
5577,0.261208
5574,0.257287
5573,0.29779
5572,0.104116
5571,0.144185
5570,0.273526
5569,0.288068
5567,0.0713126
5562,0.0104989
5561,0.123643
5559,0.222659
5558,0.264616
5557,0.279697
5556,0.293991
5555,0.264102
5554,0.262188
5552,0.266141
5551,0.261774
5550,0.261801
5549,0.282946
5548,0.291288
5547,0.260571
5546,0.0172795
5545,0.0738011
5544,0.286781
5543,0.289967
5541,0.23427
5540,0.270648
5538,0.281236
5537,0.268525
5536,0.218781
5535,0.28384
5534,0.257938
5533,0.258519
5532,0.261299
5530,0.262305
5528,0.272315
5527,0.280412
5526,0.262348
5525,0.274946
5524,0.190027
5523,0.261355
5522,0.171513
5521,0.0709425
5520,0.260645
5519,0.260558
5518,0.120139
5517,0.268732
5516,0.262744
5507,0.252829
5505,0.146659
5500,0.290703
5499,0.271127
5498,0.130921
5497,0.2896
5487,0.206911
5486,0.272736
5485,0.273818
5483,0.291942
5482,0.272033
5481,0.27869
5480,0.138965
5479,0.273307
5478,0.272396
5476,0.137262
5475,0.272748
5474,0.279601
5473,0.0770656
5472,0.173904
5471,0.223807
5470,0.0987747
5469,0.146583
5468,0.269294
5467,0.295515
5466,0.118743
5465,0.109062
5464,0.296673
5460,0.241013
5456,0.339131
5455,0.265191
5454,0.285573
5453,0.228308
5452,0.273908
5451,0.224673
5450,0.0194443
5449,0.265526
5448,0.31925
5447,0.283138
5445,0.270504
5441,0.26933
5440,0.272487
5438,0.244107
5437,0.112863
5436,0.278623
5435,0.269649
5434,0.269052
5432,0.269432
5430,0.270271
5429,0.250696
5426,0.0734414
5425,0.272513
5424,0.267603
5423,0.116018
